,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sampl__sampling_strategy,param_tfidf__use_idf,param_vect__binary,param_vect__max_df,param_vect__max_features,param_vect__ngram_range,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
11,4.193594694137573,0.06810998916625977,1.2890591621398926,0.08414626121520996,auto,True,True,0.8,10000,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.4468128174582704,-1.5290723679551141,-1.487942592706692,0.041129775248421874,67,-0.9012258540845476,-0.8858099905358273,-0.8935179223101875,0.007707931774360133
12,1.5594720840454102,0.10182976722717285,1.2128565311431885,0.11753082275390625,auto,True,False,1.0,,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-0.9494818724315381,-1.115895695686292,-1.032688784058915,0.08320691162737692,5,-0.6244536807782806,-0.6201239589617267,-0.6222888198700036,0.0021648609082769443
13,5.831106185913086,0.08989906311035156,2.829332113265991,0.11704516410827637,auto,True,False,1.0,,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.091588413358052,-1.2700018196229053,-1.1807951164904786,0.08920670313242662,33,-0.7143439207528368,-0.749188640910334,-0.7317662808315855,0.01742236007874859
14,4.755073308944702,0.12124896049499512,1.7971460819244385,0.0614466667175293,auto,True,False,1.0,,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.5537170794930764,-1.6704560990636854,-1.6120865892783809,0.05836950978530453,77,-0.9322163637526433,-0.9867073991400004,-0.9594618814463218,0.027245517693678556
15,1.2143691778182983,0.04000842571258545,1.0396181344985962,0.02406132221221924,auto,True,False,1.0,10000,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 1)}",-0.9432703196282235,-1.11614748177674,-1.0297089007024818,0.08643858107425828,3,-0.6261749257363903,-0.6226238753258186,-0.6243994005311044,0.001775525205285844
16,5.5971839427948,0.02877640724182129,1.910650372505188,0.017911076545715332,auto,True,False,1.0,10000,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 2)}",-0.9507447497613972,-1.1066799981057571,-1.0287123739335773,0.07796762417217995,1,-0.6138757212634187,-0.6265594697068287,-0.6202175954851237,0.006341874221705013
17,4.7903136014938354,0.03662312030792236,1.3438323736190796,0.005553126335144043,auto,True,False,1.0,10000,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.4669229212757868,-1.5261139615964816,-1.4965184414361343,0.02959552016034739,71,-0.9067623660561154,-0.8860050773360901,-0.8963837216961028,0.010378644360012623
18,1.9991599321365356,0.46919357776641846,1.421027421951294,0.39900803565979004,auto,True,False,0.8,,"(1, 1)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-0.9494818724315381,-1.115895695686292,-1.032688784058915,0.08320691162737692,5,-0.6244536807782806,-0.6201239589617267,-0.6222888198700036,0.0021648609082769443
19,5.526626944541931,0.028693079948425293,2.5841223001480103,0.18652355670928955,auto,True,False,0.8,,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.091588413358052,-1.2700018196229053,-1.1807951164904786,0.08920670313242662,33,-0.7143439207528368,-0.749188640910334,-0.7317662808315855,0.01742236007874859
20,4.0753413438797,0.16542541980743408,2.347931146621704,0.0586552619934082,auto,True,False,0.8,,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': True, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.5537170794930764,-1.6704560990636854,-1.6120865892783809,0.05836950978530453,77,-0.9322163637526433,-0.9867073991400004,-0.9594618814463218,0.027245517693678556
